qid,article_id,beat,author_cleaned2,wordcount,article_len_char,_article,_article_len_char,section2,wordcount_quote,wordcount_paragraph,wordcount_fullspeech,char_count_quote,char_count_paragraph,char_count_fullspeech,wordcount_nostopwords_quote,wordcount_nostopwords_paragraph,wordcount_nostopwords_fullspeech,char_count_nostopwords_quote,char_count_nostopwords_paragraph,char_count_nostopwords_fullspeech,malay,mandarin,tamil,vernacular,translations,year,ge2006,ge2011,ge2015,ge2006_1mth,ge2006_3mths,ge2006_6mths,ge2011_1mth,ge2011_3mths,ge2011_6mths,ge2015_1mth,ge2015_3mths,ge2015_6mths,be2012,be2013,be2016,be2012_1mth,be2012_3mths,be2013_1mth,be2013_3mths,be2016_1mth,be2016_3mths,pe2005,pe2011,pe2005_1mth,pe2005_3mths,pe2005_6mths,pe2011_1mth,pe2011_3mths,pe2011_6mths,weekday
14599,1828,none,249,563,3423,372,2713,singapore,12,90.0,5550,69,523.0,31447,5,47.0,2971,44,352.0,21555,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,saturday
14600,1828,none,249,563,3423,372,2713,singapore,4,48.0,5550,15,275.0,31447,1,22.0,2971,6,180.0,21555,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,saturday
14601,1828,none,249,563,3423,372,2713,singapore,23,48.0,5550,125,275.0,31447,12,22.0,2971,92,180.0,21555,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,saturday
14602,1828,none,249,563,3423,372,2713,singapore,14,100.0,5550,81,530.0,31447,6,46.0,2971,48,318.0,21555,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,saturday
14603,1828,none,249,563,3423,372,2713,singapore,10,70.0,5550,46,393.0,31447,4,33.0,2971,24,255.0,21555,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,saturday
14604,1828,none,249,563,3423,372,2713,singapore,20,70.0,5550,112,393.0,31447,8,33.0,2971,69,255.0,21555,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,saturday
14605,1868,none,132,592,3400,347,2429,singapore,22,106.0,614,113,590.0,3359,10,47.0,279,71,343.0,2011,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,tuesday
14606,1868,none,132,592,3400,347,2429,singapore,12,90.0,875,68,483.0,4661,3,34.0,395,29,255.0,2778,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,tuesday
14607,1868,none,132,592,3400,347,2429,singapore,30,170.0,614,162,948.0,3359,14,80.0,279,109,584.0,2011,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,tuesday
14608,1868,none,132,592,3400,347,2429,singapore,43,143.0,255,250,789.0,1441,19,62.0,114,151,454.0,868,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,tuesday
14609,1868,none,132,592,3400,347,2429,singapore,11,86.0,255,52,500.0,1441,4,41.0,114,23,321.0,868,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,tuesday
14610,1868,none,132,592,3400,347,2429,singapore,23,95.0,288,128,557.0,1573,9,46.0,117,72,374.0,904,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,tuesday
14611,3094,,0,211,1183,125,864,singapore,53,109.0,1250,325,671.0,7394,37,63.0,694,266,496.0,5190,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,wednesday
14612,3094,,0,211,1183,125,864,singapore,43,136.0,1695,225,722.0,9307,20,64.0,862,131,428.0,6059,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,wednesday
14613,3094,,0,211,1183,125,864,singapore,65,112.0,1799,354,642.0,10299,31,63.0,926,222,461.0,6955,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,wednesday
14614,3223,none,27,527,2986,320,2177,singapore,23,95.0,915,134,567.0,5242,12,50.0,470,94,395.0,3535,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,thursday
14615,3223,none,27,527,2986,320,2177,singapore,7,108.0,915,33,631.0,5242,3,53.0,470,21,423.0,3535,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,thursday
14616,3223,none,27,527,2986,320,2177,singapore,36,57.0,915,205,353.0,5242,18,28.0,470,135,237.0,3535,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,thursday
14617,3223,none,27,527,2986,320,2177,singapore,3,189.0,915,19,1084.0,5242,3,99.0,470,19,724.0,3535,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,thursday
14618,3223,none,27,527,2986,320,2177,singapore,6,83.0,915,49,457.0,5242,4,39.0,470,42,293.0,3535,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,thursday
14619,3223,none,27,527,2986,320,2177,singapore,34,121.0,1742,182,727.0,9633,16,62.0,854,117,494.0,6141,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,thursday
14620,3223,none,27,527,2986,320,2177,singapore,30,169.0,2884,168,939.0,15634,14,78.0,1493,112,603.0,10467,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,thursday
14621,1719,,0,430,2548,278,1971,singapore,84,87.0,303,487,514.0,1826,55,52.0,163,390,397.0,1295,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,wednesday
14622,1719,,0,430,2548,278,1971,singapore,47,49.0,646,279,301.0,3708,26,24.0,354,198,199.0,2614,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,wednesday
14623,1719,,0,430,2548,278,1971,singapore,94,53.0,221,556,313.0,1301,51,28.0,114,385,209.0,863,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,wednesday
14624,1719,,0,430,2548,278,1971,singapore,113,40.0,172,666,224.0,991,56,19.0,86,450,140.0,653,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,wednesday
14625,2816,none,42,551,3258,338,2434,singapore,20,81.0,3209,134,532.0,20417,10,45.0,1864,98,400.0,15303,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,tuesday
14626,2816,none,42,551,3258,338,2434,singapore,29,54.0,3209,172,305.0,20417,16,27.0,1864,123,197.0,15303,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,tuesday
14627,2816,none,42,551,3258,338,2434,singapore,2,120.0,3209,13,737.0,20417,2,61.0,1864,13,520.0,15303,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,tuesday
14628,2816,none,42,551,3258,338,2434,singapore,9,66.0,3209,50,378.0,20417,3,30.0,1864,28,249.0,15303,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,tuesday
14629,893,none,244,332,1875,203,1366,singapore,36,186.0,4397,184,1094.0,25295,16,97.0,2204,114,713.0,16601,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,friday
14630,893,none,244,332,1875,203,1366,singapore,18,229.0,4397,96,1226.0,25295,7,117.0,2204,50,789.0,16601,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,friday
14631,893,none,244,332,1875,203,1366,singapore,25,153.0,4397,152,898.0,25295,12,76.0,2204,96,591.0,16601,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,friday
14632,893,none,244,332,1875,203,1366,singapore,18,89.0,406,93,484.0,2152,9,43.0,193,66,304.0,1348,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,friday
14633,893,none,244,332,1875,203,1366,singapore,15,129.0,4397,84,761.0,25295,7,65.0,2204,54,497.0,16601,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,friday
14634,3105,none,135,591,3281,361,2359,prime news,6,104.0,2280,44,535.0,12361,5,49.0,1093,40,319.0,7616,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,tuesday
14635,1069,none,20,498,2793,316,2133,prime news,2,263.0,3118,9,1396.0,17548,2,140.0,1585,9,917.0,11443,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,thursday
14636,1069,none,20,498,2793,316,2133,prime news,18,263.0,3118,113,1396.0,17548,12,140.0,1585,89,917.0,11443,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,thursday
14637,1069,none,20,498,2793,316,2133,prime news,14,263.0,3118,65,1396.0,17548,5,140.0,1585,38,917.0,11443,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,thursday
14638,1069,none,20,498,2793,316,2133,prime news,3,138.0,3118,21,766.0,17548,3,67.0,1585,21,482.0,11443,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,thursday
14639,240,none,10,938,4995,556,3503,singapore,3,63.0,5858,16,329.0,31460,2,31.0,2658,11,195.0,19020,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,friday
14640,240,none,10,938,4995,556,3503,singapore,23,63.0,5858,101,329.0,31460,7,31.0,2658,40,195.0,19020,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,friday
14641,240,none,10,938,4995,556,3503,singapore,29,51.0,5858,157,270.0,31460,13,21.0,2658,91,147.0,19020,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,friday
14642,240,none,10,938,4995,556,3503,singapore,13,80.0,5858,81,447.0,31460,6,39.0,2658,46,292.0,19020,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,friday
14643,240,none,10,938,4995,556,3503,singapore,5,44.0,5858,30,228.0,31460,2,20.0,2658,13,136.0,19020,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,friday
14644,240,none,10,938,4995,556,3503,singapore,12,161.0,5858,59,842.0,31460,5,73.0,2658,35,498.0,19020,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,friday
14645,240,none,10,938,4995,556,3503,singapore,3,161.0,5858,13,842.0,31460,2,73.0,2658,11,498.0,19020,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,friday
14646,240,none,10,938,4995,556,3503,singapore,12,92.0,5858,64,497.0,31460,6,36.0,2658,43,275.0,19020,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,friday
14647,240,none,10,938,4995,556,3503,singapore,20,92.0,5858,114,497.0,31460,8,36.0,2658,73,275.0,19020,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,friday
14648,240,none,10,938,4995,556,3503,singapore,17,161.0,5858,97,842.0,31460,9,73.0,2658,63,498.0,19020,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,friday
14649,240,none,10,938,4995,556,3503,singapore,27,161.0,5858,142,842.0,31460,12,73.0,2658,83,498.0,19020,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,friday
14650,240,none,10,938,4995,556,3503,singapore,28,122.0,5858,128,551.0,31460,12,48.0,2658,80,300.0,19020,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,friday
14651,240,none,10,938,4995,556,3503,singapore,33,122.0,5858,135,551.0,31460,11,48.0,2658,67,300.0,19020,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,friday
14652,240,none,10,938,4995,556,3503,singapore,59,18.0,5858,323,100.0,31460,23,8.0,2658,171,63.0,19020,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,friday
14653,240,none,10,938,4995,556,3503,singapore,83,179.0,5858,385,909.0,31460,37,76.0,2658,228,529.0,19020,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,friday
14654,240,none,10,938,4995,556,3503,singapore,104,234.0,5858,486,1158.0,31460,43,105.0,2658,277,692.0,19020,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,friday
14655,240,none,10,938,4995,556,3503,singapore,89,78.0,5858,462,395.0,31460,43,35.0,2658,275,228.0,19020,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,friday
14656,1716,none,231,301,1650,170,1168,singapore,6,182.0,1297,26,1021.0,7048,2,87.0,606,12,664.0,4412,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,thursday
14657,1716,none,231,301,1650,170,1168,singapore,20,221.0,1786,106,1219.0,9679,11,106.0,889,69,757.0,6240,0,1,0,0,1,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,thursday
14658,2705,none,89,374,2081,239,1589,sports,35,35.0,161,178,178.0,961,17,17.0,90,117,117.0,700,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,tuesday
14659,2705,none,89,374,2081,239,1589,sports,4,35.0,161,35,178.0,961,3,17.0,90,31,117.0,700,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,tuesday
14660,3319,none,185,514,3018,303,2247,prime news,31,35.0,161,172,178.0,961,13,17.0,90,115,117.0,700,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,tuesday
14661,3319,none,185,514,3018,303,2247,prime news,3,35.0,161,21,178.0,961,2,17.0,90,20,117.0,700,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,tuesday
14662,3319,none,185,514,3018,303,2247,prime news,60,35.0,161,311,178.0,961,27,17.0,90,188,117.0,700,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,tuesday
14663,2839,,0,319,1750,208,1343,singapore,3,100.0,100,23,515.0,515,2,43.0,43,22,300.0,300,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,saturday
14664,1340,none,216,296,1859,198,1481,sports,3,100.0,100,15,515.0,515,2,43.0,43,14,300.0,300,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,friday
14665,1340,none,216,296,1859,198,1481,sports,2,100.0,100,12,515.0,515,1,43.0,43,11,300.0,300,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,friday
14666,1340,none,216,296,1859,198,1481,sports,3,100.0,100,13,515.0,515,1,43.0,43,9,300.0,300,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,friday
14667,1340,none,216,296,1859,198,1481,sports,14,100.0,100,68,515.0,515,7,43.0,43,44,300.0,300,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,friday
14668,1340,none,216,296,1859,198,1481,sports,3,100.0,100,12,515.0,515,2,43.0,43,11,300.0,300,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,friday
14669,137,none,249,874,5081,522,3630,singapore,4,100.0,100,28,515.0,515,3,43.0,43,25,300.0,300,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,friday
14670,137,none,249,874,5081,522,3630,singapore,19,108.0,1710,113,641.0,9460,10,59.0,808,74,435.0,5907,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,friday
14671,137,none,249,874,5081,522,3630,singapore,3,108.0,1710,10,641.0,9460,2,59.0,808,7,435.0,5907,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,friday
14672,137,none,249,874,5081,522,3630,singapore,22,296.0,2884,114,1567.0,15634,12,158.0,1493,74,1051.0,10467,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,friday
14673,1131,none,154,384,2276,231,1719,singapore,42,296.0,2884,248,1567.0,15634,22,158.0,1493,182,1051.0,10467,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,tuesday
14674,1131,none,154,384,2276,231,1719,singapore,13,296.0,2884,85,1567.0,15634,8,158.0,1493,70,1051.0,10467,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,tuesday
14675,1131,none,154,384,2276,231,1719,singapore,37,296.0,2884,204,1567.0,15634,18,158.0,1493,131,1051.0,10467,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,tuesday
14676,3188,none,38,834,4597,501,3368,singapore,20,95.0,189,104,582.0,1127,10,62.0,124,71,456.0,878,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,tuesday
14677,3188,none,38,834,4597,501,3368,singapore,5,95.0,189,18,582.0,1127,2,62.0,124,10,456.0,878,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,tuesday
14678,3188,none,38,834,4597,501,3368,singapore,3,95.0,189,9,582.0,1127,2,62.0,124,8,456.0,878,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,tuesday
14679,3188,none,38,834,4597,501,3368,singapore,40,95.0,189,230,582.0,1127,19,62.0,124,146,456.0,878,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,tuesday
14680,1422,none,270,1184,6598,663,4640,others,26,91.0,1480,145,513.0,8309,14,50.0,781,101,361.0,5624,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,saturday
14681,1422,none,270,1184,6598,663,4640,others,2,152.0,1874,15,752.0,9920,2,69.0,911,15,436.0,6249,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,saturday
14682,1422,none,270,1184,6598,663,4640,others,3,98.0,2417,24,560.0,13995,2,47.0,1292,21,377.0,9718,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,saturday
14683,143,,0,239,1312,154,1000,singapore,15,66.0,1311,73,323.0,6869,8,31.0,602,43,190.0,4154,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,thursday
14684,143,,0,239,1312,154,1000,singapore,8,128.0,1316,33,720.0,7494,3,61.0,663,18,453.0,4966,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,thursday
14685,143,,0,239,1312,154,1000,singapore,30,128.0,1316,159,720.0,7494,16,61.0,663,113,453.0,4966,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,thursday
14686,143,,0,239,1312,154,1000,singapore,15,128.0,1316,92,720.0,7494,8,61.0,663,74,453.0,4966,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,thursday
14687,95,none,10,584,3325,353,2453,singapore,1,19.0,3041,8,116.0,18640,1,10.0,1600,8,76.0,13207,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,tuesday
14688,95,none,10,584,3325,353,2453,singapore,1,42.0,571,8,194.0,3098,1,18.0,254,8,109.0,1890,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,tuesday
14689,95,none,10,584,3325,353,2453,singapore,35,158.0,571,199,885.0,3098,15,73.0,254,128,565.0,1890,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,tuesday
14690,95,none,10,584,3325,353,2453,singapore,4,158.0,571,21,885.0,3098,2,73.0,254,13,565.0,1890,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,tuesday
14691,95,none,10,584,3325,353,2453,singapore,41,42.0,571,176,194.0,3098,16,18.0,254,93,109.0,1890,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,tuesday
14692,95,none,10,584,3325,353,2453,singapore,1,99.0,571,13,550.0,3098,1,42.0,254,13,326.0,1890,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,tuesday
14693,95,none,10,584,3325,353,2453,singapore,2,96.0,1164,16,551.0,6605,2,46.0,599,16,367.0,4471,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,tuesday
14694,95,none,10,584,3325,353,2453,singapore,36,132.0,1164,189,743.0,6605,16,69.0,599,116,504.0,4471,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,tuesday
14695,95,none,10,584,3325,353,2453,singapore,2,132.0,1164,15,743.0,6605,2,69.0,599,15,504.0,4471,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,tuesday
14696,95,none,10,584,3325,353,2453,singapore,45,132.0,1164,256,743.0,6605,26,69.0,599,190,504.0,4471,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,tuesday
14697,95,none,10,584,3325,353,2453,singapore,4,127.0,1669,28,717.0,9028,3,53.0,747,24,426.0,5465,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,tuesday
14698,95,none,10,584,3325,353,2453,singapore,45,67.0,1669,226,334.0,9028,19,25.0,747,135,176.0,5465,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,tuesday
14699,95,none,10,584,3325,353,2453,singapore,11,67.0,1669,39,334.0,9028,3,25.0,747,16,176.0,5465,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,tuesday
